MGYG000000002_01584	MGYG000000002_01584
MGYG000000002_01584	MGYG000000001_00828
MGYG000000002_01584	MGYG000000007_01489
MGYG000000001_00148	MGYG000000001_00148
MGYG000000001_00148	MGYG000000007_00237
MGYG000000001_00278	MGYG000000001_00278
MGYG000000001_00376	MGYG000000001_00376
MGYG000000001_00408	MGYG000000001_00408
MGYG000000001_00408	MGYG000000007_01751
MGYG000000001_00408	MGYG000000002_00138
MGYG000000001_00440	MGYG000000001_00440
MGYG000000001_00440	MGYG000000007_00468
MGYG000000001_00440	MGYG000000002_00624
MGYG000000001_00537	MGYG000000001_00537
MGYG000000001_00537	MGYG000000002_00125
MGYG000000001_00537	MGYG000000007_00725
MGYG000000001_00569	MGYG000000001_00569
MGYG000000001_00665	MGYG000000001_00665
MGYG000000001_00698	MGYG000000001_00698
MGYG000000001_00698	MGYG000000002_01388
MGYG000000001_00698	MGYG000000007_00299
MGYG000000001_00730	MGYG000000001_00730
MGYG000000001_00762	MGYG000000001_00762
MGYG000000001_00794	MGYG000000001_00794
MGYG000000001_00860	MGYG000000001_00860
MGYG000000001_00860	MGYG000000007_01587
MGYG000000001_00925	MGYG000000001_00925
MGYG000000001_01022	MGYG000000001_01022
MGYG000000001_01055	MGYG000000001_01055
MGYG000000001_01088	MGYG000000001_01088
MGYG000000001_01088	MGYG000000007_01460
MGYG000000001_01088	MGYG000000002_01110
MGYG000000001_01185	MGYG000000001_01185
MGYG000000001_01249	MGYG000000001_01249
MGYG000000001_01314	MGYG000000001_01314
MGYG000000004_00010	MGYG000000004_00010
MGYG000000004_00010	MGYG000000006_01248
MGYG000000004_00076	MGYG000000004_00076
MGYG000000004_00076	MGYG000000006_00844
MGYG000000004_00109	MGYG000000004_00109
MGYG000000004_00141	MGYG000000004_00141
MGYG000000004_00174	MGYG000000004_00174
MGYG000000004_00206	MGYG000000004_00206
MGYG000000004_00239	MGYG000000004_00239
MGYG000000004_00271	MGYG000000004_00271
MGYG000000004_00271	MGYG000000006_00147
MGYG000000004_00303	MGYG000000004_00303
MGYG000000004_00303	MGYG000000006_00114
MGYG000000004_00339	MGYG000000004_00339
MGYG000000004_00339	MGYG000000006_00078
MGYG000000004_00371	MGYG000000004_00371
MGYG000000004_00404	MGYG000000004_00404
MGYG000000004_00436	MGYG000000004_00436
MGYG000000004_00469	MGYG000000004_00469
MGYG000000004_00504	MGYG000000004_00504
MGYG000000004_00570	MGYG000000004_00570
MGYG000000004_00602	MGYG000000004_00602
MGYG000000004_00634	MGYG000000004_00634
MGYG000000004_00634	MGYG000000006_01160
MGYG000000004_00666	MGYG000000004_00666
MGYG000000004_00698	MGYG000000004_00698
MGYG000000004_00730	MGYG000000004_00730
MGYG000000004_00762	MGYG000000004_00762
MGYG000000004_00794	MGYG000000004_00794
MGYG000000004_00828	MGYG000000004_00828
MGYG000000004_00861	MGYG000000004_00861
MGYG000000004_00893	MGYG000000004_00893
MGYG000000004_00927	MGYG000000004_00927
MGYG000000004_00959	MGYG000000004_00959
MGYG000000004_00992	MGYG000000004_00992
MGYG000000004_01025	MGYG000000004_01025
MGYG000000004_01025	MGYG000000006_00700
MGYG000000004_01057	MGYG000000004_01057
MGYG000000004_01057	MGYG000000006_00667
MGYG000000004_01123	MGYG000000004_01123
MGYG000000004_01156	MGYG000000004_01156
MGYG000000004_01188	MGYG000000004_01188
MGYG000000004_01220	MGYG000000004_01220
MGYG000000004_01253	MGYG000000004_01253
MGYG000000004_01285	MGYG000000004_01285
MGYG000000004_01318	MGYG000000004_01318
MGYG000000004_01350	MGYG000000004_01350
MGYG000000004_01350	MGYG000000006_01490
MGYG000000004_01384	MGYG000000004_01384
MGYG000000004_01384	MGYG000000006_01302
MGYG000000004_01418	MGYG000000004_01418
MGYG000000004_01450	MGYG000000004_01450
MGYG000000004_01482	MGYG000000004_01482
MGYG000000004_01514	MGYG000000004_01514
MGYG000000004_01546	MGYG000000004_01546
MGYG000000004_01578	MGYG000000004_01578
MGYG000000004_01610	MGYG000000004_01610
MGYG000000004_01642	MGYG000000004_01642
MGYG000000004_01675	MGYG000000004_01675
MGYG000000004_01707	MGYG000000004_01707
MGYG000000004_01739	MGYG000000004_01739
MGYG000000006_00001	MGYG000000006_00001
MGYG000000006_00033	MGYG000000006_00033
MGYG000000005_01314	MGYG000000005_01314
MGYG000000005_01347	MGYG000000005_01347
MGYG000000005_01444	MGYG000000005_01444
MGYG000000005_01477	MGYG000000005_01477
MGYG000000005_01509	MGYG000000005_01509
MGYG000000005_01541	MGYG000000005_01541
MGYG000000005_01574	MGYG000000005_01574
MGYG000000005_01606	MGYG000000005_01606
MGYG000000005_01638	MGYG000000005_01638
MGYG000000005_01704	MGYG000000005_01704
MGYG000000005_01837	MGYG000000005_01837
MGYG000000005_01905	MGYG000000005_01905
MGYG000000003_00022	MGYG000000003_00022
MGYG000000003_00086	MGYG000000003_00086
MGYG000000003_00118	MGYG000000003_00118
MGYG000000003_00118	MGYG000000005_00790
MGYG000000003_00248	MGYG000000003_00248
MGYG000000003_00248	MGYG000000005_00664
MGYG000000003_00409	MGYG000000003_00409
MGYG000000003_00539	MGYG000000003_00539
MGYG000000003_00735	MGYG000000003_00735
MGYG000000003_00770	MGYG000000003_00770
MGYG000000003_00803	MGYG000000003_00803
MGYG000000003_00836	MGYG000000003_00836
MGYG000000003_00970	MGYG000000003_00970
MGYG000000003_00970	MGYG000000005_01052
MGYG000000003_01037	MGYG000000003_01037
MGYG000000003_01072	MGYG000000003_01072
MGYG000000003_01104	MGYG000000003_01104
MGYG000000003_01139	MGYG000000003_01139
MGYG000000003_01171	MGYG000000003_01171
MGYG000000003_01204	MGYG000000003_01204
MGYG000000003_01332	MGYG000000003_01332
MGYG000000003_01398	MGYG000000003_01398
MGYG000000003_01430	MGYG000000003_01430
MGYG000000003_01466	MGYG000000003_01466
MGYG000000003_01466	MGYG000000003_01859
MGYG000000003_01498	MGYG000000003_01498
MGYG000000003_01530	MGYG000000003_01530
MGYG000000003_01563	MGYG000000003_01563
MGYG000000003_01595	MGYG000000003_01595
MGYG000000003_01691	MGYG000000003_01691
MGYG000000003_01724	MGYG000000003_01724
MGYG000000003_01756	MGYG000000003_01756
MGYG000000003_01792	MGYG000000003_01792
MGYG000000003_01824	MGYG000000003_01824
MGYG000000003_01856	MGYG000000003_01856
MGYG000000003_01921	MGYG000000003_01921
MGYG000000007_00077	MGYG000000007_00077
MGYG000000007_00077	MGYG000000002_00744
MGYG000000007_00145	MGYG000000007_00145
MGYG000000007_00177	MGYG000000007_00177
MGYG000000007_00177	MGYG000000002_00966
MGYG000000007_00467	MGYG000000007_00467
MGYG000000007_00467	MGYG000000001_01059
MGYG000000007_00467	MGYG000000002_00625
MGYG000000007_00532	MGYG000000007_00532
MGYG000000007_00565	MGYG000000007_00565
MGYG000000007_00565	MGYG000000001_00971
MGYG000000007_00597	MGYG000000007_00597
MGYG000000003_01027	MGYG000000003_01027
MGYG000000003_01062	MGYG000000003_01062
MGYG000000003_01094	MGYG000000003_01094
MGYG000000003_01161	MGYG000000003_01161
MGYG000000003_01194	MGYG000000003_01194
MGYG000000003_01226	MGYG000000003_01226
MGYG000000003_01226	MGYG000000005_01017
MGYG000000003_01258	MGYG000000003_01258
MGYG000000003_01258	MGYG000000005_00975
MGYG000000003_01322	MGYG000000003_01322
MGYG000000003_01420	MGYG000000003_01420
MGYG000000003_01488	MGYG000000003_01488
MGYG000000003_01520	MGYG000000003_01520
MGYG000000003_01552	MGYG000000003_01552
MGYG000000003_01585	MGYG000000003_01585
MGYG000000003_01617	MGYG000000003_01617
MGYG000000003_01617	MGYG000000005_01698
MGYG000000003_01649	MGYG000000003_01649
MGYG000000003_01681	MGYG000000003_01681
MGYG000000003_01746	MGYG000000003_01746
MGYG000000003_01779	MGYG000000003_01779
MGYG000000003_01846	MGYG000000003_01846
MGYG000000003_01846	MGYG000000005_01737
MGYG000000003_01878	MGYG000000003_01878
MGYG000000003_01910	MGYG000000003_01910
MGYG000000003_01943	MGYG000000003_01943
MGYG000000007_00032	MGYG000000007_00032
MGYG000000007_00100	MGYG000000007_00100
MGYG000000007_00100	MGYG000000001_00317
MGYG000000007_00100	MGYG000000002_00358
MGYG000000007_00167	MGYG000000007_00167
MGYG000000007_00167	MGYG000000001_00169
MGYG000000007_00167	MGYG000000002_00186
MGYG000000007_00265	MGYG000000007_00265
MGYG000000007_00297	MGYG000000007_00297
MGYG000000007_00297	MGYG000000002_00469
MGYG000000007_00329	MGYG000000007_00329
MGYG000000007_00329	MGYG000000001_00225
MGYG000000007_00361	MGYG000000007_00361
MGYG000000007_00393	MGYG000000007_00393
MGYG000000007_00393	MGYG000000001_00410
MGYG000000007_00393	MGYG000000002_00136
MGYG000000007_00425	MGYG000000007_00425
MGYG000000007_00425	MGYG000000001_00108
MGYG000000007_00425	MGYG000000001_00109
MGYG000000007_00425	MGYG000000002_00361
MGYG000000007_00457	MGYG000000007_00457
MGYG000000007_00457	MGYG000000002_01100
MGYG000000007_00489	MGYG000000007_00489
MGYG000000007_00489	MGYG000000002_00743
MGYG000000007_00554	MGYG000000007_00554
MGYG000000007_00587	MGYG000000007_00587
MGYG000000007_00587	MGYG000000002_00047
MGYG000000007_00587	MGYG000000001_00949
MGYG000000007_00619	MGYG000000007_00619
MGYG000000007_00619	MGYG000000002_00101
MGYG000000007_00652	MGYG000000007_00652
MGYG000000007_00686	MGYG000000007_00686
MGYG000000007_00686	MGYG000000002_00968
MGYG000000007_00751	MGYG000000007_00751
MGYG000000007_00815	MGYG000000007_00815
